code,country,ratio,rank,revised_rank,score,revised_score
MYS,Malaysia,0.6877637130801688,103.0,91.0,0.688,0.6877637130801688
MDV,Maldives,0.8552875695732839,90.0,48.0,0.855,0.8552875695732839
MLI,Mali,0.2578616352201258,137.0,137.0,0.258,0.2578616352201258
MLT,Malta,0.8549434242255612,91.0,49.0,0.855,0.8549434242255612
MUS,Mauritius,0.9413706076490003,79.0,20.0,0.941,0.9413706076490003
MEX,Mexico,0.9809825673534074,74.0,6.0,0.981,0.9809825673534074
MDA,Moldova,0.4543339150668993,1.0,123.0,1.0,0.4543339150668993
MNG,Mongolia,0.5883100381194409,1.0,111.0,1.0,0.5883100381194409
MNE,Montenegro,0.7809439002671417,1.0,68.0,1.0,0.7809439002671417
MAR,Morocco,0.7476406850751486,100.0,78.0,0.748,0.7476406850751486
MOZ,Mozambique,0.5384615384615384,116.0,114.0,0.539,0.5384615384615384
NAM,Namibia,0.786033220217896,1.0,64.0,1.0,0.786033220217896
NPL,Nepal,0.5989766549408378,110.0,105.0,0.599,0.5989766549408378
NLD,Netherlands,0.9813750743015653,73.0,5.0,0.981,0.9813750743015653
NZL,New Zealand,,,,,
NIC,Nicaragua,0.8328445747800586,1.0,54.0,1.0,0.8328445747800586
NER,Niger,0.4058765640376775,131.0,131.0,0.406,0.4058765640376775
NGA,Nigeria,0.6260162601626016,106.0,98.0,0.626,0.6260162601626016
MKD,North Macedonia,0.8765246762994934,1.0,40.0,1.0,0.8765246762994934
NOR,Norway,0.8964536317087048,1.0,34.0,1.0,0.8964536317087048
OMN,Oman,0.42795944595173496,128.0,128.0,0.428,0.42795944595173496
PAK,Pakistan,0.35851107186523573,134.0,134.0,0.358,0.35851107186523573
PAN,Panama,0.7642907551164432,1.0,70.0,1.0,0.7642907551164432
PRY,Paraguay,0.8758206715438003,1.0,41.0,1.0,0.8758206715438003
PER,Peru,0.8138944313440957,95.0,60.0,0.814,0.8138944313440957
PHL,Philippines,0.707941929974381,1.0,89.0,1.0,0.707941929974381
POL,Poland,0.7352073572791948,1.0,81.0,1.0,0.7352073572791948
PRT,Portugal,0.8590816136828408,1.0,47.0,1.0,0.8590816136828408
QAT,Qatar,0.3691128148959474,133.0,133.0,0.369,0.3691128148959474
ROU,Romania,0.7482517482517481,1.0,76.0,1.0,0.7482517482517481
RWA,Rwanda,0.7556179775280899,98.0,74.0,0.756,0.7556179775280899
SAU,Saudi Arabia,,,,,
SEN,Senegal,0.40469167017839586,132.0,132.0,0.405,0.40469167017839586
SRB,Serbia,0.7998560115190784,1.0,62.0,1.0,0.7998560115190784
SLE,Sierra Leone,0.4351320321469575,126.0,126.0,0.435,0.4351320321469575
SGP,Singapore,0.8814675446848542,86.0,38.0,0.882,0.8814675446848542
SVK,Slovakia,0.8298261665141812,1.0,57.0,1.0,0.8298261665141812
SVN,Slovenia,0.8365472910927455,1.0,53.0,1.0,0.8365472910927455
ZAF,South Africa,0.9047619047619048,1.0,32.0,1.0,0.9047619047619048
KOR,South Korea,0.9936204146730464,1.0,2.0,1.0,0.9936204146730464
ESP,Spain,0.9688915140775743,1.0,11.0,1.0,0.9688915140775743
LKA,Sri Lanka,0.9677292404565132,77.0,13.0,0.968,0.9677292404565132
SDN,Sudan,0.832508704416346,93.0,55.0,0.833,0.832508704416346
SUR,Suriname,0.7596339961288052,1.0,72.0,1.0,0.7596339961288052
SWE,Sweden,0.9310544611819235,1.0,25.0,1.0,0.9310544611819235
CHE,Switzerland,0.9704433497536946,76.0,10.0,0.97,0.9704433497536946
TJK,Tajikistan,,,,,
THA,Thailand,0.7082336863682952,1.0,88.0,1.0,0.7082336863682952
TLS,Timor-Leste,0.6165535079211122,108.0,103.0,0.617,0.6165535079211122
TGO,Togo,0.2759984688018374,136.0,136.0,0.276,0.2759984688018374
TUN,Tunisia,0.9027777777777778,84.0,33.0,0.903,0.9027777777777778
TUR,Türkiye,0.7373175816539262,101.0,79.0,0.737,0.7373175816539262
UGA,Uganda,0.589825119236884,114.0,110.0,0.59,0.589825119236884
UKR,Ukraine,0.6178611875101115,1.0,102.0,1.0,0.6178611875101115
ARE,United Arab Emirates,0.4448779078167895,125.0,124.0,0.445,0.4448779078167895
GBR,United Kingdom,0.9916351324437362,71.0,3.0,0.992,0.9916351324437362
TZA,Tanzania,0.45581598485951375,124.0,122.0,0.456,0.45581598485951375
USA,United States,0.8318373328448433,1.0,56.0,1.0,0.8318373328448433
URY,Uruguay,0.8251505749224312,1.0,58.0,1.0,0.8251505749224312
UZB,Uzbekistan,,,,,
VUT,Vanuatu,0.9527436047646943,1.0,18.0,1.0,0.9527436047646943
VNM,Vietnam,0.7838030681412771,1.0,66.0,1.0,0.7838030681412771
ZMB,Zambia,0.59821000479463,111.0,106.0,0.598,0.59821000479463
ZWE,Zimbabwe,0.8663680477790221,87.0,43.0,0.866,0.8663680477790221
