code,country,ratio,rank,revised_rank,score,revised_score
NLD,Netherlands,1.0329680397364986,1.0,76.0,1.0,0.9670319602635014
NZL,New Zealand,1.099257353075778,1.0,114.0,1.0,0.9007426469242219
NIC,Nicaragua,1.0121951219512195,1.0,53.0,1.0,0.9878048780487805
NER,Niger,,139.0,140.0,0.642,0.642
NGA,Nigeria,0.7464788732394366,132.0,132.0,0.739,0.7464788732394366
MKD,North Macedonia,0.9696969696969697,1.0,73.0,1.0,0.9696969696969697
NOR,Norway,1.0500843923411827,1.0,91.0,1.0,0.9499156076588173
OMN,Oman,,98.0,82.0,0.962,0.962
PAK,Pakistan,,137.0,138.0,0.671,0.671
PAN,Panama,,73.0,40.0,0.992,0.992
PRY,Paraguay,,71.0,40.0,0.992,0.992
PER,Peru,,100.0,92.0,0.949,0.949
PHL,Philippines,,1.0,1.0,1.0,1.0
POL,Poland,1.0585849187093102,1.0,94.0,1.0,0.9414150812906898
PRT,Portugal,0.9736606963138195,84.0,70.0,0.981,0.9736606963138195
QAT,Qatar,,63.0,35.0,0.998,0.998
ROU,Romania,,1.0,1.0,1.0,1.0
RWA,Rwanda,0.8732394366197183,101.0,117.0,0.947,0.8732394366197183
SAU,Saudi Arabia,,89.0,69.0,0.974,0.974
SEN,Senegal,,136.0,137.0,0.682,0.682
SRB,Serbia,,70.0,40.0,0.992,0.992
SLE,Sierra Leone,0.7321428571428571,133.0,134.0,0.737,0.7321428571428571
SGP,Singapore,,88.0,68.0,0.975,0.975
SVK,Slovakia,1.020317252062114,1.0,63.0,1.0,0.979682747937886
SVN,Slovenia,1.0,1.0,1.0,1.0,1.0
ZAF,South Africa,,79.0,56.0,0.986,0.986
KOR,South Korea,0.9952063412379855,72.0,37.0,0.992,0.9952063412379855
ESP,Spain,1.015910621857944,74.0,57.0,0.992,0.9840893781420561
LKA,Sri Lanka,,82.0,59.0,0.983,0.983
SDN,Sudan,0.8615384615384616,120.0,120.0,0.857,0.8615384615384616
SUR,Suriname,0.9587628865979382,93.0,83.0,0.968,0.9587628865979382
SWE,Sweden,1.0289111175408476,1.0,71.0,1.0,0.9710888824591524
CHE,Switzerland,1.0042647397872997,1.0,36.0,1.0,0.9957352602127003
TJK,Tajikistan,1.0,1.0,1.0,1.0,1.0
THA,Thailand,0.96875,91.0,74.0,0.972,0.96875
TLS,Timor-Leste,0.9178082191780822,112.0,103.0,0.907,0.9178082191780822
TGO,Togo,,135.0,136.0,0.688,0.688
TUN,Tunisia,,123.0,123.0,0.84,0.84
TUR,Türkiye,,99.0,87.0,0.953,0.953
UGA,Uganda,0.9058823529411765,115.0,110.0,0.902,0.9058823529411765
UKR,Ukraine,1.0,1.0,1.0,1.0,1.0
ARE,United Arab Emirates,,77.0,55.0,0.987,0.987
GBR,United Kingdom,,1.0,1.0,1.0,1.0
TZA,Tanzania,0.9186046511627907,108.0,102.0,0.92,0.9186046511627907
USA,United States,1.0453941659828223,1.0,86.0,1.0,0.9546058340171777
URY,Uruguay,,1.0,1.0,1.0,1.0
UZB,Uzbekistan,,1.0,1.0,1.0,1.0
VUT,Vanuatu,0.9777777777777777,80.0,66.0,0.984,0.9777777777777777
VNM,Vietnam,,86.0,65.0,0.978,0.978
ZMB,Zambia,0.9230769230769231,107.0,100.0,0.926,0.9230769230769231
ZWE,Zimbabwe,1.0340909090909092,1.0,78.0,1.0,0.9659090909090908
