country,page_number,score,rank,diff,left,right
Denmark,161,1.0,1.0,1.44,49.28,50.72
Dominican Republic,163,1.0,1.0,12.2,43.9,56.1
Ecuador,165,1.0,1.0,5.8,47.1,52.9
Egypt,167,0.524,120.0,-31.26,34.37,65.63
El Salvador,169,0.592,113.0,-25.61,37.2,62.8
Estonia,171,1.0,1.0,19.78,40.11,59.89
Eswatini,173,1.0,1.0,2.06,48.97,51.03
Ethiopia,175,0.521,121.0,-31.5,34.25,65.75
Fiji,177,0.846,92.0,-8.33,45.84,54.16
Finland,179,1.0,1.0,4.11,47.95,52.05
France,181,1.0,1.0,6.62,46.69,53.31
Gambia,183,0.593,112.0,-25.56,37.22,62.78
Georgia,185,1.0,1.0,23.39,38.3,61.7
Germany,187,1.0,1.0,3.03,48.48,51.52
Ghana,189,0.714,102.0,-16.67,41.67,58.33
Greece,191,1.0,1.0,3.65,48.18,51.82
Guatemala,193,0.805,96.0,-10.78,44.61,55.39
Guinea,195,0.414,130.0,-41.42,29.29,70.71
Guyana,197,1.0,1.0,15.26,42.37,57.63
Honduras,199,1.0,1.0,2.09,48.96,51.05
Hungary,201,1.0,1.0,14.01,43.0,57.0
Iceland,203,1.0,1.0,13.9,43.05,56.95
India,205,0.494,122.0,-33.86,33.07,66.93
Indonesia,207,1.0,1.0,1.0,49.5,50.5
Iran,209,0.535,118.0,-30.34,34.83,65.17
Ireland,211,1.0,1.0,3.83,48.09,51.91
Israel,213,1.0,1.0,12.36,43.82,56.18
Italy,215,0.866,88.0,-7.2,46.4,53.6
Jamaica,217,1.0,1.0,21.1,39.45,60.55
Japan,219,,,,,
Jordan,221,0.604,109.0,-24.66,37.67,62.33
Kazakhstan,223,1.0,1.0,23.1,38.45,61.55
Kenya,225,0.677,104.0,-19.27,40.37,59.63
Kuwait,227,0.932,81.0,-3.5,48.25,51.75
Kyrgyzstan,229,1.0,1.0,20.19,39.91,60.09
Lao PDR,231,0.891,85.0,-5.78,47.11,52.89
Latvia,233,1.0,1.0,25.49,37.26,62.75
Lebanon,235,1.0,1.0,8.0,46.0,54.0
Lesotho,237,1.0,1.0,21.49,39.25,60.74
Liberia,239,0.619,107.0,-23.53,38.23,61.76
Lithuania,241,1.0,1.0,28.04,35.98,64.02
Luxembourg,243,0.982,72.0,-0.92,49.54,50.46
Madagascar,245,0.925,82.0,-3.89,48.05,51.95
Malaysia,247,0.688,103.0,-18.5,40.75,59.25
Maldives,249,0.855,90.0,-7.8,46.1,53.9
Mali,251,0.258,137.0,-59.0,20.5,79.5
Malta,253,0.855,91.0,-7.82,46.09,53.91
Mauritius,255,0.941,79.0,-3.03,48.49,51.51
Mexico,257,0.981,74.0,-0.96,49.52,50.48
"Moldova, Republic of",259,1.0,1.0,37.52,31.24,68.76
Mongolia,261,1.0,1.0,25.93,37.04,62.96
Montenegro,263,1.0,1.0,12.29,43.85,56.15
Morocco,265,0.748,100.0,-14.45,42.78,57.22
Mozambique,267,0.539,116.0,-29.99,35.0,65.0
Namibia,269,1.0,1.0,11.98,44.01,55.99
Nepal,271,0.599,110.0,-25.08,37.46,62.54
Netherlands,273,0.981,73.0,-0.94,49.53,50.47
New Zealand,275,,,,,
Nicaragua,277,1.0,1.0,9.12,45.44,54.56
Niger,279,0.406,131.0,-42.27,28.87,71.13
Nigeria,281,0.626,106.0,-23.01,38.5,61.5
North Macedonia,283,1.0,1.0,6.58,46.71,53.29
Norway,285,1.0,1.0,5.46,47.27,52.73
Oman,287,0.428,128.0,-40.07,29.97,70.03
Pakistan,289,0.358,134.0,-47.23,26.39,73.61
Panama,291,1.0,1.0,13.36,43.32,56.68
Paraguay,293,1.0,1.0,6.62,46.69,53.31
Peru,295,0.814,95.0,-10.25,44.87,55.13
Philippines,297,1.0,1.0,17.1,41.45,58.55
Poland,299,1.0,1.0,15.26,42.37,57.63
Portugal,301,1.0,1.0,7.59,46.21,53.79
Qatar,303,0.369,133.0,-46.07,26.96,73.04
Romania,305,1.0,1.0,14.41,42.8,57.2
Rwanda,307,0.756,98.0,-13.92,43.04,56.96
Saudi Arabia,309,,,,,
Senegal,311,0.405,132.0,-42.38,28.81,71.19
Serbia,313,1.0,1.0,11.12,44.44,55.56
Sierra Leone,315,0.435,126.0,-39.36,30.32,69.68
Singapore,317,0.882,86.0,-6.3,46.85,53.15
Slovakia,319,1.0,1.0,9.3,45.35,54.65
Slovenia,321,1.0,1.0,8.9,45.55,54.45
South Africa,323,1.0,1.0,5.0,47.5,52.5
South Korea,325,1.0,1.0,0.32,49.84,50.16
Spain,327,1.0,1.0,1.58,49.21,50.79
Sri Lanka,329,0.968,77.0,-1.63,49.18,50.82
Sudan,331,0.833,93.0,-9.13,45.43,54.57
Suriname,333,1.0,1.0,13.65,43.17,56.83
Sweden,335,1.0,1.0,3.57,48.21,51.78
Switzerland,337,0.97,76.0,-1.5,49.25,50.75
Tajikistan,339,,,,,
Thailand,341,1.0,1.0,17.08,41.46,58.54
Timor-Leste,343,0.617,108.0,-23.73,38.14,61.86
Togo,345,0.276,136.0,-56.73,21.63,78.37
Tunisia,347,0.903,84.0,-5.11,47.45,52.56
Türkiye,349,0.737,101.0,-15.11,42.44,57.56
Uganda,351,0.59,114.0,-25.81,37.1,62.9
Ukraine,353,1.0,1.0,23.62,38.19,61.81
United Arab Emirates,355,0.445,125.0,-38.43,30.79,69.21
United Kingdom,357,0.992,71.0,-0.41,49.79,50.21
United Republic of Tanzania,359,0.456,124.0,-37.39,31.31,68.69
United States of America,361,1.0,1.0,9.18,45.41,54.59
Uruguay,363,1.0,1.0,9.59,45.21,54.79
Uzbekistan,365,,,,,
Vanuatu,367,1.0,1.0,2.41,48.79,51.21
Viet Nam,369,1.0,1.0,12.11,43.94,56.06
Zambia,371,0.598,111.0,-25.13,37.43,62.57
Zimbabwe,373,0.866,87.0,-7.17,46.42,53.58
